id,pair_id,pair_suffix,label,original_split,assigned_split,text
5.1970.H,5.1970,H,1,train,train,O que o indiano faz ao cortar unha? Pedecurry 
5.2324.N,5.2324,N,0,train,train,Por que os países da Europa vivem bagunçados? Por causa da União Européia.
5.713.N,5.713,N,0,train,train,Qual o jogo mais picante do Atari? Pac Man.
5.766.N,5.766,N,0,train,train,Qual o bairro de SP favorito do Schwarzenegger?   A Bela Vista.
4.635.N,4.635,N,0,train,test,Por que é que o Mozart vai à igreja? Porque crê.
5.2009.H,5.2009,H,1,train,test,Nome do cara que não joga na linha? Hugo Leiro 
5.3051.H,5.3051,H,1,train,validation,Como o veado reage a uma boa piada? Gar galhando.
5.2325.H,5.2325,H,1,train,train,"O que a mãe religiosa disse para o pai agnóstico sobre o filho deles? ""Cuida, que o filho é ateu""."
5.1999.N,5.1999,N,0,train,train,Qual tecnico vende sanduiches de alto padrão? Ronaldinho
5.3993.H,5.3993,H,1,train,train,Por que o cara sentia prazer em bater em si mesmo com um sapato? Porque era um calçadomasoquista.
4.266.N,4.266,N,0,train,validation,Porque é que os cangurus não querem bolsas? Porque já  têm bolsa.
5.1103.N,5.1103,N,0,train,train,Qual é o animal aquático que bebe até vomitar? O tubarão
5.1229.H,5.1229,H,1,train,train,Qual casal gosta de bonecos? Mario e Nete.
5.38.N,5.38,N,0,train,test,Qual é o supermercado dos ETs? O Extra.
5.3824.H,5.3824,H,1,train,test,Qual a personagem de seriado da Netflix que está sempre querendo acalmar a situação? rEleven.
5.3300.H,5.3300,H,1,train,test,Qual é o animal que regurgita muito? Gorfinho.
2.18.N,2.18,N,0,train,test,Recolhi duas sacas de grãos para a salada.
4.563.N,4.563,N,0,train,train,O que come um drogado ao pequeno-almoço? Ovos.
5.3094.N,5.3094,N,0,train,test,Qual o nome do cinema pra veganos? Cinemark.
5.3373.N,5.3373,N,0,train,validation,Qual médico está sempre com gases? O meu.
5.2535.H,5.2535,H,1,train,train,Por que o cavaquinho andava tão arrogante? Porque ele disse: sou um ex banjo!
5.3529.H,5.3529,H,1,train,train,Que estilo de filme tem dois microscópios se esfregando? Fricção Científica.
5.149.N,5.149,N,0,train,train,Qual doença acomete geralmente aos arquitetos? Osteoporose.
4.351.N,4.351,N,0,train,train,"Pai Natal, tu róis as unhas? Quando se aproxima o Natal ..."
4.56.H,4.56,H,1,train,train,Porque é que os carpinteiros são bons a fazer contas? Porque tabuada é com eles.
4.218.N,4.218,N,0,train,train,"Que tipo de bebida bebe um dinossauro? Água, porque é um animal com sede."
5.1182.N,5.1182,N,0,train,test,Por que o Chico Buarque foi preso na saída do Santander? Por quebrar o banco.
4.368.H,4.368,H,1,train,validation,Qual é o carro preferido dos mitras? É o Renault La Guna.
5.985.N,5.985,N,0,train,train,Qual profissão serve de diversão? Humoristas.
5.3875.H,5.3875,H,1,train,test,Por que dois cães irmãos não vão juntos ao veterinário? Porque o veterinário castra os brothers.
5.2532.H,5.2532,H,1,train,train,Qual o ex-ator mirim mais invejoso de Hollywood? Macaulay Reculkin.
5.2532.N,5.2532,N,0,train,train,Qual o ex-ator mirim mais invejoso de Hollywood? Greg.
2.18.H,2.18,H,1,train,train,Recolhi duas sacas de grãos para a Patrícia Pillar.
5.383.H,5.383,H,1,train,train,Qual hortaliça não enxerga nada? Acelga.
5.2564.N,5.2564,N,0,train,test,Por que o Charlie Brown sofria de dores na cervical? Porque ele só olhava pro céu.
5.3846.N,5.3846,N,0,train,train,Qual o remédio que não se importa se é álcool ou gasolina? Paracetamol.
4.722.N,4.722,N,0,train,train,O último membro da família Real morreu . Qual é o filme? O Último imperador.
5.2661.H,5.2661,H,1,train,train,Quais as três letras que te perguntam o motivo de tudo? K d q?
5.3956.N,5.3956,N,0,train,train,Qual sambista voava? Dona Ivone Lara.
5.933.N,5.933,N,0,train,test,Qual é o nome do especialista em temperar carnes que não se esquecia do passado? Olívio.
5.1073.N,5.1073,N,0,train,test,"Qual filme conta a história do casal mais perdido do mundo em beira-mar? "" Procurando; né, mô? """
5.2188.N,5.2188,N,0,train,test,Cantor favorito dos pedreiros? Gusttavo Lima
5.184.N,5.184,N,0,train,train,Qual é o cantor que acha tudo um exagero? Jão.
5.2606.N,5.2606,N,0,train,validation,Qual a figura mitológica mais velha? Zeus.
5.2483.H,5.2483,H,1,train,train,Um homem tenta matar seu cachorro. Qual é o nome do crime? Atentado ao poodle.
4.730.H,4.730,H,1,train,train,A minha namorada ciclista acabou comigo. Eu não tinha pedalada para ela.
5.2140.H,5.2140,H,1,train,train,Por que a irmã ficou doente depois de pregar muito? Porque ficou com salmo nela.
5.2556.H,5.2556,H,1,train,train,Que doença alguém da seleção teve que surpreendeu até o médico? Hepatite.
4.236.N,4.236,N,0,train,train,"Hoje encontrei uma formiga no chão, mas ela estava a dormir . Era uma dorminhoca."
4.187.N,4.187,N,0,train,train,Que nome se dá a um turista inglês  com a mania? Camone?
5.3691.H,5.3691,H,1,train,test,O que o Jaspion foi fazer em Buenos Aires? Foi dan sa-tangoss.
5.3741.H,5.3741,H,1,train,validation,Qual comentarista esportivo se gaba da reforma em seu domicílio? Vaiter Casagrande.
5.1302.H,5.1302,H,1,train,train,"Qual o nome da moça que não toma café, não almoça e nem janta? Solange."
4.292.H,4.292,H,1,train,train,"Estão dois matemáticos a discutir, vira-se um: Já não conto mais contigo!"
4.466.N,4.466,N,0,train,validation,Como é que as pombas se reproduzem? Uma em cima da outra!
4.272.N,4.272,N,0,train,train,Como é que o pastor conta as suas vacas? Com uma calculadora.
5.629.N,5.629,N,0,train,train,"Eu achei que minha mãe fosse de táxi ao hospital, para tratar da tosse e do nariz entupido, mas me enganei . Por quê? Por que ela foi de moto."
5.1739.N,5.1739,N,0,train,validation,Qual é o pintor que vai para Aparecida a pé? O Edu de Barros.
5.2589.H,5.2589,H,1,train,train,Qual a semelhança de um polvo com um restaurante mexicano? Ambos Tentacos.
5.1633.H,5.1633,H,1,train,test,Qual é o zumbi que cuida dos seus movimentos? O mortopedista.
4.29.N,4.29,N,0,train,test,Qual é o único animal que tem quatro joelhos? O elefante.
5.3244.N,5.3244,N,0,train,train,Qual o sentimento mais frequente em um coveiro? Amor.
5.2160.H,5.2160,H,1,train,validation,Qual é a figura geométrica que tem um cheiro muito ruim? O paralelepípeido 
5.1844.N,5.1844,N,0,train,train,Qual é a pessoa que não tá rica? A pobre.
5.2.N,5.2,N,0,train,validation,Por que na China tem tanta gente? Porque lá eles comem com hashis.
4.752.H,4.752,H,1,train,train,"As sardinhas dormem? Não, só passam pelas brasas."
5.2119.N,5.2119,N,0,train,train,Por que o bolo não sabia de nada? Porque estava dormindo
5.1860.H,5.1860,H,1,train,test,Por que os hospitais convocaram políticos? Por necessidade d'eleitos.
4.207.H,4.207,H,1,train,train,O meu médico disse-me que tinha uma amignalite. Foi uma notícia bastante difícil de engolir.
5.1070.N,5.1070,N,0,train,train,Qual pagodeiro é todo enrolado??? Belo.
4.740.N,4.740,N,0,train,train,O que diz um mineiro antes de usar a picareta? Cá vai disto!
5.2021.H,5.2021,H,1,train,train,Qual é o cantor que faz buracos no chão? Ca Wando 
5.2888.N,5.2888,N,0,train,train,qual atriz deixa os carecas cabeludos? Paolla Oliveira
5.683.H,5.683,H,1,train,train,Qual é a jornalista mais genérica do mundo? Ana Paula Padrão.
2.12.H,2.12,H,1,train,train,Por que a vaca foi para o espaço? Para se encontrar com o vácuo.
5.1286.H,5.1286,H,1,train,train,Qual o nome do piloto do dirigível? José Pelin.
4.540.N,4.540,N,0,train,train,Que carro conduz a professora de matemática? Um Jeep.
5.607.H,5.607,H,1,train,train,Qual é a cantora mais tocada na papelaria? Ana Cartolina.
5.1803.H,5.1803,H,1,train,train,Qual é a dupla sertaneja fit? Christian e Healthy
5.2657.N,5.2657,N,0,train,train,O que pediram pro velho no dentista? A Carteira de identidade.
4.52.N,4.52,N,0,train,test,O que é um ponto preto no oceano? É um bacalhau.
5.163.N,5.163,N,0,train,train,"O que o amigo falou no último domingo do ano? Essas férias, bicho."
5.4079.N,5.4079,N,0,train,test,Onde as pessoas andam sem roupa? Em casa.
4.177.N,4.177,N,0,train,train,"Porque é que o Dobby, o elfo doméstico, recebeu uma peúga do Harry Potter? Porque o Dobby nunca teve o mesmo jeito com as mulheres que o seu primo."
5.830.H,5.830,H,1,train,train,Qual a escola de inglês dos nordestinos? CCArá.
5.3315.H,5.3315,H,1,train,train,Em qual cidade o santo é guia turístico? São Tomé dá a Letra.
4.653.H,4.653,H,1,train,train,O Artur detesta chuva e o Paulo Bento.
4.709.N,4.709,N,0,train,test,"Se a Terra é redonda, por que é que se chama "" planeta "" e não "" bola ""?"
5.3284.N,5.3284,N,0,train,train,Qual banda dá um toque dizendo que não tá bem? Banda Uó
5.2302.H,5.2302,H,1,train,train,Por que uma parede ficou decepcionada com a outra? Porque ela era parede falsa.
4.113.N,4.113,N,0,train,train,Porque é que o Pai Natal é tão feliz? Porque sabe onde ficam as prendas.
4.724.N,4.724,N,0,train,train,"Como é que se diz "" abacate "" no Brasil? Abacate."
5.1181.H,5.1181,H,1,train,train,Qual tipo de carne usada por churrasqueiros sovinas? Mão de Vaca.
3.17.N,3.17,N,0,train,test,Que nome se dá a uma ferramenta perdida? Marreta.
4.667.H,4.667,H,1,train,test,Que tipo de música ouvem os mortos-vivos? Kizombie.
5.95.H,5.95,H,1,train,train,Qual é a cantora que aposta na carreira? Investe Sangalo.
5.1226.H,5.1226,H,1,train,validation,Por que o Ronaldo teve que dar satisfação na delegacia depois de perder um penalty? Porque pegou no Travecão.
5.2004.H,5.2004,H,1,train,train,Qual grupo de comédia que faz consultoria de investimentos? Porta dos Fundos de Investimentos 
4.436.N,4.436,N,0,train,train,Se mentes . Deus castiga.
1.6.H,1.6,H,1,train,test,"Você sabe qual é a montanha mais limpa de todas? O vulcão. Porque primeiro solta cinzas. E depois, lava."
5.4051.N,5.4051,N,0,train,train,O que a seleção brasileira está fazendo na caverna? Fingindo não existir.
5.3622.N,5.3622,N,0,train,train,Qual o resultado do cruzamento do Pikachu com Peter Quill? Uma briga.
4.232.H,4.232,H,1,train,test,Qual é a banda preferida dos desempregados? LinkedIn Park.
5.177.N,5.177,N,0,train,train,Qual cantor faz shows em Spa? Belo.
5.2245.N,5.2245,N,0,train,train,Qual é a parte da casa que machuca o queixo de muitos? A Janela
5.1307.H,5.1307,H,1,train,train,Como chamam a pessoa calma que não percebe o que tá fazendo? Socegada.
5.2977.H,5.2977,H,1,train,validation,Qual grupo só tem negão criança? Negro é tudo júnior.
4.153.N,4.153,N,0,train,train,O que é que as crianças comem ao pequeno almoço? Papa.
5.3097.H,5.3097,H,1,train,train,Qual comida favorita dos cães de rua? Ervilha Lata.e
5.2209.N,5.2209,N,0,train,train,"Um britânico mandou um aviso para um português, a resposta parecia o nome de um filme . Qual? "" O paciente inglês . """
5.3091.N,5.3091,N,0,train,train,Qual ator não para de fumar? Steven Seagal.
5.2088.H,5.2088,H,1,train,train,O que perguntaram pro Silvio Santos quando ele voltou da Itália ? O que A Show do Milão ? 
4.241.H,4.241,H,1,train,test,"Na vida, só existem dois livros realmente importantes: A Bíblia, que diz para nos amarmos, e o Kama Sutra, que explica como."
4.2.H,4.2,H,1,train,test,Por que é que os matemáticos bebem pouca água? Para fazerem cálculo renal
5.4026.H,5.4026,H,1,train,validation,Porque o carro passou a virada de ano andando pra trás? Por que a ré veio on.
4.451.N,4.451,N,0,train,test,Detesto ir ao dentista quando estou nervoso . Fico sempre com os nervos em franja.
5.3534.N,5.3534,N,0,train,test,Qual o telefone que já foi de outro planeta? Ex Marte Phone.
5.587.H,5.587,H,1,train,train,Por que não fico bronzeado em casa? Porque uso protetor só lar.
5.2509.H,5.2509,H,1,train,train,Qual desenho fala de pessoas fugindo de uma louca? Corri da Maluca.
5.516.N,5.516,N,0,train,test,Para onde o José se mudou com a esperança de um mundo melhor? Europa.
5.2872.N,5.2872,N,0,train,train,Por que o chefe do tráfico foi pra Itália? Porque quem tem dinheiro vai a Roma.
5.2376.H,5.2376,H,1,train,train,Qual profissional auxilia novatos que chegam em Asgard? O moniThor.
5.2578.H,5.2578,H,1,train,train,Qual o programa favorito dos gaúchos? The Noitchê.
5.687.N,5.687,N,0,train,train,O que os moradores de rua falam em louvor a Deus? Amém ...
5.1888.H,5.1888,H,1,train,validation,Em qual órgão mundial mais tiram fotos? Uniself 
5.484.N,5.484,N,0,train,train,Em qual país que todo mundo mente? Em Portugal.
5.1360.N,5.1360,N,0,train,test,Por que o anão foi surfar na cozinha? Porque lá tem fogão.
4.305.N,4.305,N,0,train,train,O que é um fuinho? É um animal.
4.729.H,4.729,H,1,train,train,Qual é a árvore mais sexy? É a que tem o tronco nu.
5.1285.N,5.1285,N,0,train,test,Qual a cidade favorita do comediante Mussão? Teresina.
5.2039.H,5.2039,H,1,train,train,Qual é o cachorro do Cazuza? O cão de nome Beija Flor 
5.1517.N,5.1517,N,0,train,validation,"O que o pastor leva para comer na hora do almoço? Não sei, mas o judeu leva latkes."
5.573.N,5.573,N,0,train,train,Por que o Mickey não precisa ser bem dotado? Porque a miniatura.
4.716.H,4.716,H,1,train,train,"Era uma vez um homem que levava tantas tampas das mulheres, mas tantas, tantas... que um dia comprou uma cadeira de rodas."
4.7.H,4.7,H,1,train,test,Um casal pinou no meio do mato e teve dois filhos. São frutos do bosque.
5.2783.H,5.2783,H,1,train,train,Qual o nome da irmã do Pinóquio? Narisis Valverde.
4.529.N,4.529,N,0,train,train,O que são oito Hobbits? Um grupo de Hobbits.
5.342.N,5.342,N,0,train,train,Qual o sambista que gosta de zoar os outros? O Zeca Pagodinho.
5.722.N,5.722,N,0,train,validation,Qual a conta de e-mail que a mulher do filho nunca checa? Gmail.
5.2446.N,5.2446,N,0,train,train,Qual é a cantora favorita do Tony Hawk? Shakira.
5.1189.H,5.1189,H,1,train,train,Que elemento químico a gente avalia depois de usar? U berílio.
4.105.H,4.105,H,1,train,test,Recementecemente foi descoberta uma nova doença na manteiga. Parece que se espalha com muita facilidade.
5.437.H,5.437,H,1,train,train,Qual banda é formada por profissionais que viviam fazendo doações? Engenheiros Doava Ai
5.2528.N,5.2528,N,0,train,train,Qual o animal mais antigo que existe? Ma Mute.
5.984.N,5.984,N,0,train,train,Levei meu carro na feira ao invés de levar para a oficina . Qual é o nome do filme? Em Ritmo de Fuga.
4.289.N,4.289,N,0,train,train,Porque é que a rapariga não entrou na discoteca? Porque foi barrada.
5.1672.N,5.1672,N,0,train,train,Qual é a pizza que inibe os efeitos da maconha? Portuguesa.
5.452.H,5.452,H,1,train,test,Qual instrumento o boi toca? Toca CaVaquinha
5.1404.N,5.1404,N,0,train,train,Por que o Spock passou mal? Porque ele teve um mal súbito.
5.3700.H,5.3700,H,1,train,train,Qual remédio feito com peixe? Neosardinha.
5.3136.H,5.3136,H,1,train,test,"O que Beth Carvalho disse quando fez show nos Emirados Árabes? Ô coisinha tão bonitinha, Dubai."
3.1.H,3.1,H,1,train,train,Qual o contrário de paixão? Mãeteto.
5.3209.N,5.3209,N,0,train,test,Qual rainha que bebe cerveja? Rainha Charlotte.
5.1311.N,5.1311,N,0,train,train,Qual cantor sertanejo faliu? Leonardo.
5.1909.N,5.1909,N,0,train,train,Em qual cidade todo mundo nasce no final de março? Asunción.
5.802.N,5.802,N,0,train,train,Qual cantora sempre pede livros infantis? Marisa Monte
4.70.N,4.70,N,0,train,train,Como se chama o protagonista do Dragon Ball com hemorroidas? Sangoku.
4.71.H,4.71,H,1,train,train,Porque é que uma mulher partiu a perna ao filho na cozinha? Porque não tinha canela para pôr no bolo.
5.268.H,5.268,H,1,train,train,Sabe qual é a bebida popular que não dá para beber hoje? O refrigerontem.
5.3569.H,5.3569,H,1,train,train,Em que momento do dia seus segredos são revelados? No expor do sol.
5.1530.H,5.1530,H,1,train,train,"Qual a banda que não pode andar de avião, pois nunca passa na segurança do aeroporto? Metallica."
5.3278.H,5.3278,H,1,train,train,Como os X-men comemoram os seus 15 anos? Com baile de mutante.
5.3804.H,5.3804,H,1,train,train,Como falece quem peida muito? Infart.
5.1766.N,5.1766,N,0,train,train,"O que o Mickey disse quando pôs a mão no fogo? "" Ai! quente ""."
5.3197.N,5.3197,N,0,train,train,O que faz o jardineiro perder a cabeça? Infestação de insetos
5.1700.H,5.1700,H,1,train,train,Qual o animal que mais faz intriga? A fofoca
4.609.N,4.609,N,0,train,validation,Um fulano passou três dias na piscina e depois foi ao médico . Qual foi o diagnóstico? Exercício demais.
4.332.N,4.332,N,0,train,train,"Uma ovelha, um tambor e uma serpente caíram num precipício."
5.310.N,5.310,N,0,train,train,Por que o peixe não tem sorte? Porque pegou uma maré decrescente.
5.2582.N,5.2582,N,0,train,train,Qual o nome do programa de quem tem pau mole? Vídeo Show.
5.2605.H,5.2605,H,1,train,train,Qual cantora teve o destino dos gatos? Alanis Morri Sete.
5.152.N,5.152,N,0,train,validation,Por que antigamente o Brasil era mais cheiroso? Porque era perfumado.
5.2056.H,5.2056,H,1,train,train,Qual é o jogo da pessoa gripada? Over atchim 
5.1202.N,5.1202,N,0,train,test,Porque os pãezinhos nos EUA são cor de abóbora? Porque é um Baguette de abóbora.
5.2948.N,5.2948,N,0,train,train,Por que as crianças da Vila do Chaves só podem brincar de cabra-cega na esquina? Porque o dono reclama na esquina.
